filename,label,B_Q1_B1,B_Q1_B2,B_Q1_B3,B_Q1_B4,B_Q1_B5,B_Q1_B6,B_Q1_B7,B_Q1_B8,G_Q1_B1,G_Q1_B2,G_Q1_B3,G_Q1_B4,G_Q1_B5,G_Q1_B6,G_Q1_B7,G_Q1_B8,R_Q1_B1,R_Q1_B2,R_Q1_B3,R_Q1_B4,R_Q1_B5,R_Q1_B6,R_Q1_B7,R_Q1_B8,B_Q2_B1,B_Q2_B2,B_Q2_B3,B_Q2_B4,B_Q2_B5,B_Q2_B6,B_Q2_B7,B_Q2_B8,G_Q2_B1,G_Q2_B2,G_Q2_B3,G_Q2_B4,G_Q2_B5,G_Q2_B6,G_Q2_B7,G_Q2_B8,R_Q2_B1,R_Q2_B2,R_Q2_B3,R_Q2_B4,R_Q2_B5,R_Q2_B6,R_Q2_B7,R_Q2_B8,B_Q3_B1,B_Q3_B2,B_Q3_B3,B_Q3_B4,B_Q3_B5,B_Q3_B6,B_Q3_B7,B_Q3_B8,G_Q3_B1,G_Q3_B2,G_Q3_B3,G_Q3_B4,G_Q3_B5,G_Q3_B6,G_Q3_B7,G_Q3_B8,R_Q3_B1,R_Q3_B2,R_Q3_B3,R_Q3_B4,R_Q3_B5,R_Q3_B6,R_Q3_B7,R_Q3_B8,B_Q4_B1,B_Q4_B2,B_Q4_B3,B_Q4_B4,B_Q4_B5,B_Q4_B6,B_Q4_B7,B_Q4_B8,G_Q4_B1,G_Q4_B2,G_Q4_B3,G_Q4_B4,G_Q4_B5,G_Q4_B6,G_Q4_B7,G_Q4_B8,R_Q4_B1,R_Q4_B2,R_Q4_B3,R_Q4_B4,R_Q4_B5,R_Q4_B6,R_Q4_B7,R_Q4_B8
100000_sample_ (19).jpg,100k,0.95621073,0.009059024,0.011873478,0.1070372,0.2503105,0.106421545,8.795169e-05,0.0,0.94499904,0.0022607632,0.0013042864,0.039824214,0.09912577,0.30772465,0.029389922,0.0,0.93708235,0.0019833343,0.0014659428,0.007243482,0.08657686,0.33535597,0.043115966,0.0,0.9677434,0.050612368,0.1789758,0.15716013,0.06361451,0.011518677,8.7262706e-05,0.0,0.9671204,0.0028801528,0.07532036,0.14252393,0.18965371,0.052104585,0.00034910944,0.0,0.9575084,0.002766366,0.0035444063,0.16122726,0.23237473,0.056191806,0.002766366,0.0,0.9593963,0.0035434766,0.049520086,0.0643141,0.14076461,0.23050316,0.0033663027,0.0,0.9575701,0.0022993002,0.04687035,0.032809246,0.12672682,0.2503584,0.03227864,0.0,0.9523036,0.0017591274,0.0032543857,0.0027266473,0.07467496,0.2529625,0.1533959,0.0,0.96647006,0.021577427,0.1458959,0.17009151,0.08513604,0.08946958,0.0005416927,0.0,0.95790553,0.00429795,0.014236959,0.22018038,0.14810018,0.10753828,0.014774202,0.0,0.9567846,0.003667898,0.003399515,0.084540576,0.24852245,0.11066317,0.058149602,0.0
100000_sample_ (2).jpg,100k,0.94332254,0.020267067,0.015509539,0.06470238,0.14148887,0.2747948,0.09886142,0.0,0.9451757,0.012770088,0.007662053,0.04360749,0.11133625,0.20857811,0.22049686,0.0001891865,0.92041254,0.008170429,0.0039475104,0.012301545,0.06114051,0.13724484,0.3606005,0.0002754077,0.9598854,0.27976248,0.0028769348,0.001166325,0.0054428494,0.014151409,0.010652434,0.0,0.9733665,0.22839777,0.0024121217,0.0015075761,0.0022613641,0.011005306,0.016055685,0.0,0.98726255,0.1574105,0.0028724545,0.0009335477,0.00014362272,0.005744909,0.02218971,0.0,0.8434506,0.014926327,0.02306796,0.050432894,0.3243084,0.3315454,0.26494232,0.0,0.8377631,0.013592026,0.021904506,0.037293825,0.24342084,0.31755915,0.368782,0.000112330796,0.7653945,0.002053097,0.0028743355,0.00975221,0.04711857,0.27183002,0.58133435,0.0015398227,0.9488655,0.31428108,0.001365043,0.0019271194,0.009796191,0.017906152,0.021439204,0.0,0.967728,0.25002092,0.0011610879,0.0017803347,0.0063472805,0.013546025,0.02763389,0.0,0.9918364,0.12112304,0.00063674495,0.0014857382,0.001131991,0.0032544741,0.039690435,0.0
100000_sample_ (20).jpg,100k,0.94635093,0.0020979515,0.004195903,0.022465562,0.17605309,0.2697616,0.011276489,0.0,0.9483454,0.0019273533,0.0023653882,0.01042523,0.113100596,0.28735086,0.071837716,0.0,0.9454839,0.0016596632,0.0020964167,0.0026205208,0.033018563,0.1712947,0.27497998,0.0,0.9565288,0.036686324,0.07650441,0.18888983,0.20535393,0.0020580133,0.0,0.0,0.9480265,0.032837465,0.024494974,0.16880232,0.26624972,0.013578735,8.8749905e-05,0.0,0.9228397,0.0031974032,0.0038023172,0.06982437,0.37712073,0.03508502,0.0039751497,0.0,0.94998735,0.0033475072,0.0055498146,0.036558304,0.21098106,0.22701384,0.009866337,0.0,0.9502809,0.0030844694,0.0045826402,0.010487195,0.04459261,0.24719818,0.18365811,0.0,0.943674,0.0026244759,0.001487203,0.0017496506,0.019333638,0.2073336,0.25711116,0.0,0.9442629,0.015356084,0.0656041,0.28831276,0.139386,0.035709713,9.086441e-05,0.0,0.93923277,0.010128449,0.030023616,0.12913772,0.31181154,0.05362652,0.007686769,0.0,0.91828114,0.004774885,0.009372923,0.04819097,0.38809204,0.055972263,0.024051273,0.0
100000_sample_ (21).jpg,100k,0.9386081,0.0057621985,0.007923023,0.096876964,0.31070855,0.11398349,0.001260481,0.0,0.93570477,0.0026939677,0.002244973,0.021461943,0.12428171,0.3237251,0.061153065,0.0,0.9209051,0.0022101016,0.0023869097,0.00282893,0.026256006,0.3679377,0.1258874,0.0,0.9816095,0.0033002042,0.022055022,0.12114164,0.13514738,0.054815587,0.0007244351,0.0,0.9826251,0.0022568703,0.0024180752,0.049731746,0.10438024,0.14000656,0.03828619,0.0008866276,0.9688229,0.0018281176,0.001907601,0.0019870843,0.056353714,0.23924497,0.030919034,0.0011922506,0.9794867,0.0033730015,0.037678894,0.06507425,0.11459978,0.14767165,0.0,0.0,0.9771114,0.0022986992,0.035219356,0.03858531,0.10705371,0.17601469,0.008784316,0.0,0.9726233,0.0017981271,0.0021250593,0.0018798602,0.04977543,0.19534199,0.11557054,0.0,0.9533515,0.003293729,0.03074147,0.12726602,0.20137492,0.18280195,0.00018298494,0.0,0.9415229,0.0036170683,0.0029840814,0.04702189,0.24225315,0.22886999,0.015282113,0.0,0.9293586,0.002857367,0.0027680744,0.0031252452,0.053664926,0.34136608,0.12983161,0.0
100000_sample_ (22).jpg,100k,0.41437134,0.8953311,0.0023432875,0.0065416773,0.08094105,0.10495975,0.09519605,0.0,0.47166073,0.8615139,0.0021868357,0.0025844425,0.02862767,0.121767,0.1402557,0.0,0.98191255,0.0036005173,0.0012491591,0.0016165589,0.0016165589,0.025203621,0.18759431,0.0011021992,0.9916987,0.057917304,0.011506237,0.039538212,0.09490716,0.029808106,0.039847106,0.0,0.99310243,0.040835433,0.01167817,0.025340866,0.07762548,0.057169605,0.044804484,0.0,0.99305344,0.001987579,0.001840351,0.009643439,0.046524074,0.06860829,0.082889415,0.0015458949,0.43268567,0.8902646,0.002090269,0.0063658194,0.08342074,0.110594235,0.031259023,0.0,0.44470057,0.8808309,0.0020949491,0.0036185486,0.008094122,0.07798924,0.14217086,0.00066657475,0.98967487,0.0055764387,0.0012153776,0.0013583633,0.0018588129,0.032100268,0.13955395,0.0,0.95570904,0.28414315,0.0015748892,0.007625779,0.037217118,0.06639401,0.005387779,0.0,0.94896334,0.3069138,0.0012599089,0.0041996962,0.01671479,0.058039803,0.040065102,0.0,0.99749,0.0018714634,0.0010694077,0.0014035975,0.0022056533,0.02479689,0.06623644,0.0
100000_sample_ (23).jpg,100k,0.9589896,0.007861286,0.013975621,0.15084936,0.22876345,0.070664234,0.0,0.0,0.95043766,0.0024248068,0.0022516064,0.04884254,0.13336438,0.2765146,0.005022814,0.0,0.92229515,0.0022693858,0.002101283,0.003866361,0.041689456,0.38361025,0.021264985,0.0,0.97292364,0.004241906,0.04615194,0.15067251,0.15924115,0.056671865,8.4838124e-05,0.0,0.971694,0.0031369582,0.0035608714,0.075032644,0.13412616,0.17778923,0.02365436,8.478265e-05,0.95287186,0.0026609565,0.0020788722,0.0024114917,0.0816581,0.29062635,0.02976945,0.00033261956,0.9724729,0.0029275792,0.045205265,0.098418325,0.14767054,0.14405411,0.0,0.0,0.96640193,0.0019684064,0.042021196,0.06932214,0.09970406,0.22260109,0.00017116577,0.0,0.95713043,0.0017804712,0.0016956868,0.0021196085,0.065538295,0.26554456,0.0952976,0.0,0.95797336,0.0034544494,0.06663451,0.119451225,0.22153929,0.12036029,0.0,0.0,0.9450774,0.003499622,0.0029612186,0.058596235,0.24057658,0.21320774,0.0062813726,0.0,0.912458,0.003207386,0.002340525,0.0021671527,0.03008008,0.40239692,0.06761517,0.0
100000_sample_ (24).jpg,100k,0.5581304,0.81472516,0.0033362224,0.0085368045,0.07938247,0.13511701,0.00843868,0.0,0.85399944,0.50210166,0.0034908573,0.0013575556,0.051587112,0.10191364,0.074277684,0.0,0.99229676,0.002204788,0.002204788,0.0010668328,0.0004978553,0.057111118,0.10988378,0.0,0.9959787,0.023244448,0.0060054045,0.011798854,0.054967117,0.06549424,7.065182e-05,0.0,0.9966507,0.003954137,0.0046478454,0.007908274,0.04516041,0.066387884,0.011862411,0.0,0.99583465,0.0029087595,0.00096958654,0.0011080989,0.006025288,0.070779815,0.057067093,0.0,0.5518495,0.82368755,0.002211629,0.017693032,0.071733706,0.10740824,0.00086542004,0.0,0.8148252,0.5648889,0.0015434122,0.0034726774,0.012829614,0.09675265,0.0861417,0.0,0.9949017,0.0018118264,0.0009755988,0.001324027,0.0014633982,0.060974926,0.080277845,0.0,0.93104845,0.35595876,0.0016340219,0.0076541025,0.050568677,0.061834827,0.0003440046,0.0,0.9918101,0.11076613,0.0010317536,0.003095261,0.022624884,0.054388158,0.023730334,0.0,0.99801046,0.0012022613,0.0009350921,0.001135469,0.004141122,0.043281406,0.045619138,0.0
100000_sample_ (25).jpg,100k,0.9602779,0.0035569142,0.018762723,0.18353677,0.17606725,0.113198794,0.0015116886,0.0,0.94994,0.002728701,0.0031688141,0.04850046,0.15500782,0.26635644,0.016460229,0.0,0.922311,0.002393171,0.0023077005,0.0024786412,0.064615615,0.38008684,0.026153939,0.0,0.97232264,0.0035584422,0.09295346,0.15969595,0.12654167,0.06648212,0.0004339564,0.0,0.97043616,0.0024273908,0.005461629,0.119288914,0.13263956,0.15994771,0.028435148,0.0017338505,0.94849306,0.0020344832,0.0027974145,0.0022887937,0.11104888,0.2955087,0.026193973,0.0005086208,0.96806705,0.003982034,0.04752471,0.08613312,0.10716865,0.20412251,0.0012984893,0.0,0.96597946,0.002851281,0.043892447,0.069121964,0.10731185,0.22049907,0.0059617693,0.0,0.9571594,0.002568866,0.002397608,0.00299701,0.08580012,0.26116803,0.09085222,0.0,0.96161675,0.002991173,0.10233437,0.07459804,0.18790004,0.15472521,0.00090641604,0.0,0.9538643,0.0026083982,0.0033279564,0.10451582,0.20309529,0.19446059,0.011782764,0.0,0.9265643,0.0026223517,0.001573411,0.0027971752,0.08339079,0.3630209,0.0521848,0.0
100000_sample_ (26).jpg,100k,0.789238,0.58451045,0.0029774816,0.017556874,0.09938628,0.15544507,0.033060312,0.0,0.8387296,0.5092035,0.0024185404,0.0061471234,0.06842454,0.17201868,0.05411484,0.0,0.98743457,0.00244213,0.0014800788,0.0014800788,0.002590138,0.082070366,0.13498318,0.0,0.9986473,0.0033990263,0.0043320926,0.013729401,0.03878889,0.03125771,0.0017994845,0.0,0.9986369,0.004270531,0.0023354464,0.007740337,0.033563703,0.037900962,0.008807969,0.0,0.99803704,0.0011968466,0.00093088066,0.001396321,0.0037900142,0.055653367,0.02839186,0.0,0.9586133,0.2718294,0.0019172266,0.01617139,0.053765703,0.06335183,8.335768e-05,0.0,0.83065647,0.5479474,0.0015882533,0.0034567865,0.0084084,0.07511504,0.06353013,0.0,0.99714565,0.0014211102,0.0010150787,0.0012180945,0.0012180945,0.053190123,0.053528484,0.0,0.9975954,0.016437884,0.0018415886,0.0096853925,0.03574046,0.056202557,0.0,0.0,0.99417067,0.0817315,0.0010858923,0.004198784,0.020052813,0.06392287,0.020921526,0.0,0.99767685,0.001008026,0.0010752276,0.0019488501,0.0037632966,0.05302216,0.04253869,0.0
100000_sample_ (27).jpg,100k,0.95681626,0.0035360977,0.0074171806,0.06520219,0.25554773,0.12195224,0.0025873885,0.0,0.9567421,0.0029329394,0.0024153618,0.014319645,0.09100738,0.26327443,0.08263988,0.0,0.94145304,0.0024609822,0.0021215365,0.0021215365,0.018499797,0.32035202,0.10336126,0.0,0.9714172,0.0039200974,0.014828194,0.115557656,0.17759745,0.10567219,0.0072436584,0.0,0.9729687,0.0026471855,0.002134827,0.043721255,0.11767166,0.17360413,0.08616161,0.00017078615,0.9548073,0.0025984573,0.0018440664,0.0022631723,0.048532475,0.28163922,0.08155803,8.38212e-05,0.97872514,0.010707789,0.033700485,0.048475575,0.0922198,0.17140764,0.024735823,0.0,0.9803205,0.0092992205,0.032132126,0.030886697,0.08527053,0.16066064,0.061773393,0.0,0.9735085,0.0025398722,0.0019663528,0.0027856664,0.046700876,0.14141354,0.1734487,0.0,0.95883536,0.0025984698,0.017382868,0.09927946,0.18726903,0.18753783,0.015142807,0.0,0.9506871,0.0023991542,0.0028434421,0.010129763,0.19948524,0.22925252,0.061045147,0.0,0.93364316,0.002270363,0.0023576848,0.002532328,0.009168774,0.31994656,0.16075917,0.0
